vacancy_id,vacancy_name,company_name,address,latitude,longitude,salary_from,salary_to,salary_currency,salary_gross,publication_time,last_changed,schedule,req,resp,cond,full_description,key_skills,experience_needed
72402526,Аналитик данных,Сбер. IT,,,,,,,,2022-11-16 08:41:08,2022-11-27 07:01:20,FULL_DAY,"...бизнес аналитика в IT-компании/Финансовой сфере. Опыт проведения обследований, сбора, формализации и анализа требований для разработки трактов данных. ","...с поставкой и распространением данных. Консультировать разработчиков, тестировщиков, заказчиков по вопросам, возникающим в процессе разработки, тестирования и эксплуатации трактов данных.",Стабильный оклад и социальная поддержка сотрудников. Расширенный ДМС с первого дня работы для сотрудников и льготная медицинская страховка для близких. ,"Мы занимаемся развитием аналитической системы блока Технологии Сбера. Наша система - это более 150 аналитических приложений, нацеленных на анализ широкого спектра задач: от цифровых следов, характеризующих поведенческие и ролевые паттерны до классических приложений по анализу и оценке эффективности и качества. Тебе предстоит:  собирать, анализировать и документировать требования на разработку трактов данных разрабатывать и согласовывать с проектной командой ТЗ и функциональные спецификации разрабатывать проектную и сопроводительную документацию разрабатывать ПМИ и сценарии тестирования заниматься поиском источников данных проводить функциональное тестирование и участвовать в приемо-сдаточных испытаниях принимать участие в устранении сбоев, связанных с поставкой и распространением данных консультировать разработчиков, тестировщиков, заказчиков по вопросам, возникающим в процессе разработки, тестирования и эксплуатации трактов данных  Мы ждем от тебя:  опыт работы на позиции системного/бизнес аналитика в IT-компании/Финансовой сфере опыт проведения обследований, сбора, формализации и анализа требований для разработки трактов данных опыт разработки детальных функциональных и технических спецификаций опыт описания интеграционных взаимодействий опыт работы в Confluence и Jira знание SQL и основ реляционных баз данных понимание принципов гибкой разработки, базовые знания программирования  Мы предлагаем:  стабильный оклад и социальная поддержка сотрудников расширенный ДМС с первого дня работы для сотрудников и льготная медицинская страховка для близких бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров корпоративная пенсионная программа корпоративное обучение за счет компании реферальная программа для сотрудников: можно пригласить в команду знакомых профессионалов и получить вознаграждение до 100 тыс. рублей официальное оформление с первого дня корпоративный спортзал и скидки в спортзалы-партнеры мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы работу по Agile с лучшими из IT индустрии: 2000 продуктовых команд и возможность внутреннего перемещения офис в бизнес центре ""Южный Порт"" (рядом ст. метро Кожуховская). ",Atlassian Jira;SQL;Atlassian Confluence;Бизнес-анализ;Системный анализ,1–3 года
72436370,Аналитик данных (е-commerce направление),Комус,"Москва, проезд Завода Серп и Молот, 10",55.752587,37.702355,,,,,2022-11-16 20:34:06,2022-11-23 11:44:24,FULL_DAY,"Уверенный SQL. Желателен опыт использования Python при анализе данных. Если есть опыт работы с веб-аналитическими системами (ЯМ, GA и...","Поддержка аналитикой продуктовых и бизнес команд. Проведение аналитических исследований, составление справок и презентаций. Настройка веб-разметки и систем аналитики GA...","Оформление по ТК РФ. Стабильные выплаты заработной платы и премии. Большой современный офис рядом с метро Авиамоторная, БЦ ""Интеграл"". ","Сегодня Комус один из крупнейших поставщиков офисных товаров и услуг для бизнеса. Мы работаем со всеми сегментами покупателей и во всех каналах сбыта – корпоративном, оптовом, конкурсном, розничном. Развиваем онлайн-продажи и сервисы. Наш ассортимент давно вышел за рамки канцтоваров – мы обеспечиваем наших заказчиков рабочей одеждой, продуктами питания, оргтехникой, электроникой.На e-commerce продажи приходится 60% в общей структуре продаж компании. Наш интернет-гипермаркет стабильно входит в топ-20 крупнейших онлайн-ретейлеров Рунета.В нашем распоряжении терабайты информации в корпоративном Хранилище данных для анализа, продвинутой аналитики (ML/AI) и BI. Задачи команды аналитиков интернет-магазина Комус: внедрение data-driven подхода в интернет-маркетинге, развитие DWH и сквозной аналитики, повышение эффективности электронной коммерции, разработка и внедрение собственной рекомендательной системы. Мы расширяем продуктовые и бизнес-команды e-commerce и в поиске аналитиков, которым нравится развивать цифровую экосистему вокруг себя. Мы готовы предложить несколько продуктов, сервисов и объектов в е-сommerce. Чем предстоит заниматься:  Поддержка аналитикой продуктовых и бизнес команд; Проведение аналитических исследований, составление справок и презентаций; Настройка веб-разметки и систем аналитики GA/ ЯМ / GTM; Разработка и оперативный мониторинг метрик в части веб-продуктов; Анализ поведенческих паттернов пользователей; Оценка потенциала внедрения новых и доработки существующих сервисных составляющих web-продукта; Формирование гипотез и рекомендаций по повышению эффективности продуктов e-commerce; Построение отчетности для оптимизации сервисов интернет-магазина; Взаимодействие с IT-департаментом по вопросам методологии пополнения хранилища данных необходимой для анализа информацией.  Наши пожелания к опыту:  Готовы рассматривать аналитиков, которым интересен продуктовый анализ; Опыт работы в BI-системах; Опыт разработки дэшбордов и автоматизации отчётности; Уверенный SQL; Желателен опыт использования Python при анализе данных; Если есть опыт работы с веб-аналитическими системами (ЯМ, GA и GTM), то это дополнительный плюс, но готовы также и обучать; Понимание KPI и задач e-commerce приветствуется; Умение делать выводы и давать рекомендации бизнесу, которые приводят к изменениям; Аналитический склад ума и системное мышление; Навыки обработки и анализа больших массивов данных; Применение статистических методов в анализе.  Что мы можем предложить:  Оформление по ТК РФ; Стабильные выплаты заработной платы и премии; Большой современный офис рядом с метро Авиамоторная, БЦ ""Интеграл""; График работы: 5/2, 09.00 - 18.00 (гибридный режим - дни работы из дома и из офиса обговариваются); ДМС по итогу прохождения испытательного срока; Возможности карьерного развития, программа ""Таланты""; Корпоративное обучение и курсы для повышения квалификации и освоения новых инструментов; Отдельная программа лояльности на приобретение товаров для сотрудников компании; Корпоративная скидка на изучение иностранных языков; Льготное корпоративное кредитование сотрудников; Скидки на досуговые мероприятия, организация отдыха и досуга, мероприятия для детей, конкурсы с ценными призами; Корпоративный спорт: настольный теннис, футбол, волейбол, танцы; Посещение фитнес-клуба и туристические поездки на выгодных условиях; Корпоративная мобильная связь. ",Анализ данных;Аналитическое мышление;MS SQL;Google Analytics;Power BI;Python;Статистический анализ;SAP Business Objects;Tableau,3–6 лет
71824954,Системный аналитик/Аналитик данных Big Data (middle),Лига Цифровой Экономики,,,,,,,,2022-11-17 16:00:56,2022-11-24 06:49:58,FULL_DAY,"SQL, понимание логики построения слоёв хранилища, навыки работы с impala, Hadoop, хорошее знание сводных таблиц Excel, навыки работы с Oracle. ",...реплицирование через Spark Loader. Для нескольких сотрудников на проекте есть задачи по визуализации данных в tableau или через Power Pivot.,Работа в офисе (м. Полянка).,"Проект банка TOП-5, развитие единой платформы отчетности, аналитики и мотивации. Построение системы отчетности по качеству розничных продуктов Банка, моделирование и аналитика по рискам и продвижению продуктов Банка, создание кросс-групп по всем клиентам группы компаний. Твои задачи:  Анализ источников (преимущественно hadoop и oracle), сбор аналитических таблиц, витрин, сигналов, тестов (sql скрипты в impala/hive, реже в oracle); Тестирование витрин, data quality, работа с готовыми скриптами: актуализация, исправление ошибок, оптимизация, сбор аналитической информации для руководства, для запуска рекламных акций; При наличии достаточной экспертизы постановка на регламент в Air Flow и реплицирование через Spark Loader; Для нескольких сотрудников на проекте есть задачи по визуализации данных в tableau или через Power Pivot.  Мы ждём от тебя:  SQL, понимание логики построения слоёв хранилища, навыки работы с impala, Hadoop, хорошее знание сводных таблиц Excel, навыки работы с Oracle; Будет плюсом понимание работы Air Flow.  Условия:  Работа в офисе (м. Полянка). ",SQL;Hadoop;Анализ данных;Hive;Spark,1–3 года
68217245,Аналитик данных (Tableau),"Компания «СПОРТМАСТЕР», Sportmaster Lab",,,,,,,,2022-11-16 12:34:10,2022-11-27 07:01:21,FULL_DAY,"Понимание процессов ETL. Уверенное владении SQL (фильтрации, подзапросы, агрегация). Опыт работы с Tableau от 2-х лет (понимание и использование...","Контроль и обеспечение корректности данных для конечных пользователей отчетов. Оптимизация и улучшение имеющихся процессов, связанных с разработкой BI-аналитики. ",,"Ваши задачи:  Взаимодействие с заказчиками и конечными пользователями по разработке визуализации отчетности; Взаимодействие с командой разработчиков по выставлению требований к источникам данных для дашбордов; Разработка отчетов и дашбордов с помощью Tableau; Контроль и обеспечение корректности данных для конечных пользователей отчетов; Оптимизация и улучшение имеющихся процессов, связанных с разработкой BI-аналитики; Поддержка и оптимизация существующей системы отчетности.  Мы ждем от наших будущих коллег:  Понимание процессов ETL Уверенное владении SQL (фильтрации, подзапросы, агрегация); Опыт работы с Tableau от 2-х лет (понимание и использование LOD, table calculations, sets, data blending); Опыт построения дашбордов; Способность предлагать решения и воплощать их в жизнь; Ориентированность на результат, умение работать в режиме многозадачности. ",Работа в команде;Системный анализ;Tableau;ETL;Визуализация данных,3–6 лет
72402149,"Аналитик данных (Middle, Content)",Okko,"Москва, Рочдельская улица, 15с13",55.755991,37.56512,,,,,2022-11-16 08:36:36,2022-11-21 08:39:21,FULL_DAY,Профильное образование (Прикладная математика / Информатика / Статистика) или релевантный опыт работы. Хорошее знание математической статистики. Умение читать и писать код на...,"...данных. Работа над улучшениями и анализ ключевых контентных метрик, таких как конверсия в просмотр, досматриваемость, время в сервисе. Подготовка данных...","Работа в сильной команде, состоящей из топовых аналитиков, аналитиков-разработчиков и инженеров. Топовое оборудование и весь необходимый софт. Официальное трудоустройство. ","В условиях высокой конкуренции на рынке мы ставим перед собой самые амбициозные цели, и потому постоянно находимся в поисках лучших специалистов, которые помогут нам стать еще лучше. На данный момент мы в поиска аналитика данных уровня middle и выше. Обязанности:  Постоянный анализ пользовательского поведения с целью поиска точек роста и узких мест в сервисе; Генерация и проверка гипотез на основе данных; Работа над улучшениями и анализ ключевых контентных метрик, таких как конверсия в просмотр, досматриваемость, время в сервисе; Подготовка данных для подбора и создания нового контента; Создание отчетов / дашбордов для мониторинга основных показателей; Совместная работа с контентной редакцией и продюсерским центром.  Требования:  Профильное образование (Прикладная математика / Информатика / Статистика) или релевантный опыт работы; Хорошее знание математической статистики; Умение читать и писать код на Python; Уверенное владение SQL; Быстрая обучаемость, готовность постоянно изучать новые методы и подходы; Понимание и умение оценивать, как изменение в сервисе повлияет на бизнес; Будет плюсом знание методов машинного обучения  Условия:  Работа в сильной команде, состоящей из топовых аналитиков, аналитиков-разработчиков и инженеров; Топовое оборудование и весь необходимый софт; Официальное трудоустройство; ДМС со стоматологией, офисный врач, доплата больничного листа, корпоративные скидки; Льготные условия ипотеки в рамках зарплатного проекта; Бесплатная подписка на сервисы партнеров. Насыщенная корпоративная жизнь. ",Python;SQL,1–3 года
72457596,Аналитик данных в ИТ/ Data Steward,СберЛизинг,"Москва, Поклонная улица, 3",55.736174,37.533185,,,,,2022-11-17 08:07:10,2022-11-17 08:07:10,FULL_DAY,"...данных, по организации запуска системы и передачи в промышленную эксплуатацию. Понимание теории баз данных. Знание принципов хранения и обработки данных. ","...и использования данных. Обеспечение целостности данных. Определение источников данных и степени доверия к ним. Обеспечение качества корпоративных данных (собранных, хранящихся...",Конкурентный доход (оклад и годовой бонус). Красивый современный офис рядом с м. Кутузовская или удалённая работа. 3 персональных дня в...,"Обязанности:  Документирование и обеспечение соблюдения правил сбора, хранения и использования данных; Обеспечение целостности данных; Определение источников данных и степени доверия к ним; Обеспечение качества корпоративных данных (собранных, хранящихся и используемых); Проведение плановых аудитов данных и формирование отчетности по результатам проверок; Контроль выполнения регламентных документов по управлению данными; Контроль инцидентов, связанных с качеством данных; Помощь аналитикам в проектировании и реализации процессов и процедур для сбора, хранения, использования и безопасности данных.  Требования:  Высшее (техническое/экономическое) образование; Опыт работы не менее 4-х лет в ИТ; Опыт в программировании баз данных SQL; Опыт эффективной организации работ по миграции исторических данных, по организации запуска системы и передачи в промышленную эксплуатацию. Понимание теории баз данных; Знание принципов хранения и обработки данных; Знание основ проектирования и работы с корпоративными хранилищами и базами данных; Знание методов и техник бизнес-анализа для выявления и формализации требований к данным; Знание нотаций моделирования данных, в т.ч. процессные, логические модели с целью описания зависимостей между справочниками информационных систем; Навыки разработки технической документации.  Желательно:  Экспертиза в технологиях построения корпоративных хранилищ данных и аналитических систем, большой практический опыт построения моделей данных.  Условия:  Конкурентный доход (оклад и годовой бонус); Красивый современный офис рядом с м. Кутузовская или удалённая работа; 3 персональных дня в году для личных целей; Программа льготного кредитования в Сбере; Дисконт-программы от компаний-партнеров Сбера (санаторно-курортные программы, такси, мобильная связь и многое другое); Корпоративные мероприятия в офисе и на выезде; Возможность получить бонус, рекомендовав друга на вакансию компании; Новогодние подарки для детей; Материальная помощь при рождении детей и др. семейным обстоятельствам.  Забота о здоровье:  ДМС; Скидки по ДМС для родственников; Кэшбэк до 30% стоимости вашего фитнес-абонемента; Корпоративные тарифы в фитнес-центры; Полис выезжающих за рубеж; Бесплатная консультация врачей в рамках телемедицины.  Обучение:  Обучение в Корпоративном университете Сбера за счёт компании; Доступ к виртуальной школе Сбера 24/7; Бесплатная электронная библиотека более 1000 книг; Участие в конференциях. ",UML;SQL;Аналитическое мышление;Моделирование процессов;Анализ данных;Аналитика;Базы данных;Cистемы управления базами данных;Бизнес-моделирование;IDEF0;BPMN;Бизнес-анализ,3–6 лет
72028680,"Аналитик качества данных, Data Governance","билайн: ИТ, Data, Digital",,,,,,,,2022-11-25 13:32:57,2022-11-25 14:19:34,FULL_DAY,"Понимание принципов построения СУБД и хранилищ данных. Самообучаемость, желание развиваться в этой сфере. Будет плюсом: Знание BI-инструментов ( Qlick View ). ","Разработка единой методологии создания технических и бизнес проверок качества данных. Участие во внедрении процессов анализа, мониторинга и управления качеством данных...",,"Мы ищем аналитика для развития процессов управления данными и их качеством в клиентском продукте и в компании в целом. Обязанности:  обеспечение наличие необходимого уровня компетенции DG/DQ в продукте и компании; участие в подготовке требований и развития целевой системы управления клиентскими данными и их качеством; разработка единой методологии создания технических и бизнес проверок качества данных; участие во внедрении процессов анализа, мониторинга и управления качеством данных по установленным критериям; лидирование направления по созданию, наполнению и развитию бизнес-глоссария; подготовка и поддержание в актуальном состоянии всех существующих ресурсов компании по описанию данных; участие в внедрении процессов управления данными, определение владельцев, согласование и поддержка в актуальном состоянии определения бизнес терминов и показателей; сопровождение процесса работы с каталогом данных; обеспечение эффективной работы с Дата-стюардами;  Требования:  опыт не менее 3-х лет в проектах внедрения, развития и сопровождения систем управления данными (Data Governance, MDM, Metadata, DQ); навыки работы с большими массивами данных; опыт работы с одной или несколькими типами СУБД (PostgreSQL, Oracle, MongoDB, NoSQL); знание SQL; опыт анализа, моделирования и описания бизнес-процессов; опыт работы с системами мониторинга/визуализации (Zabbix, Grafana, Prometheus); понимание принципов построения СУБД и хранилищ данных; Самообучаемость, желание развиваться в этой сфере  Будет плюсом:  знание BI-инструментов ( Qlick View ); знание принципов управления данными, жизненного цикла данных, Lineage; знание DAMA-DMBOOK/иных методологий и подходов в области Data Governance;  ""Данная вакансия открыта в ООО ""ВК-ИТ"", находящейся в реестре аккредитованных IT-организаций Минцифры""",SQL;PostgreSQL;Управление проектами;Анализ данных;Data Analysis;ORACLE;Моделирование бизнес процессов;СУБД;Аналитика;Качество данных;Data governance;DAMA DMBoK,3–6 лет
71221332,Аналитик данных / продукта (RecSys),"Компания «СПОРТМАСТЕР», Sportmaster Lab",,,,,,,,2022-11-15 09:57:50,2022-11-27 07:01:21,REMOTE,Уверенное владение Python (в части анализа данных). Опыт проведения AB-тестов. Знание базовых алгоритмов ML и опыт работы в agile...,"Проектировать продуктовые и технические метрики продукта, создавать дэшборды для их отслеживания. Анализировать влияние доработок алгоритмов рекомендаций на технические метрики, искать...",,"В команду Рекомендательная система Департамента управления данными, ищем специалиста на позицию Аналитик данных. Вы будете помогать команде улучшать алгоритмы расчета товарных рекомендаций для пользователей цифровых каналов. Чем предстоит заниматься:   Проектировать продуктовые и технические метрики продукта, создавать дэшборды для их отслеживания;   Анализировать влияние доработок алгоритмов рекомендаций на технические метрики, искать проблемные места и предлагать решения по улучшению;   Сопровождать внедрение в прод, проводить AB-тесты для оценки результатов изменений.   Мы ждём от наших будущих коллег:   Высшее образование;   Аналитический склад ума, желание самостоятельно улучшать продукт и работать без четкого ТЗ;   Уверенное владение SQL: подзапросы, объединения, агрегации, аналитические функции;   Уверенное владение Python (в части анализа данных);   Опыт проведения AB-тестов;   Знание базовых алгоритмов ML и опыт работы в agile командах будет преимуществом;  ",Python;SQL,1–3 года
71504560,Аналитик данных,Центр Методического Обеспечения Оптимизации Процессов Государственного Управления в Московской области,,,,,,,,2022-11-17 06:59:06,2022-11-22 11:35:11,FULL_DAY,"Свободное владение SQL, включая написание функций. Опыт формирования витрин данных, отчётности. Опыт работы с BI платформами. Опыт программирования, базовые знания...","Анализ источников данных для формирования витрин. Написание SQL-запросов, функций для формирования данных. Выстраивание потоков данных.","Возможность работать в технологической компании, создающей сервисы и системы полезные людям. Культура открытости и взаимопомощи — мы небезразличны к тому, над...","Мы IT-компания «Maximum» — Центр развития цифровых технологий Московской области. Занимаемся разработкой и поддержанием IT-инфраструктуры региона. Ставим своей целью создание инновационных цифровых решений, технологий и сервисов, которые меняют жизнь в Подмосковье в лучшую сторону.Наш проект: ГАСУ — Государственная автоматизированная информационная система «Управление». Сервис отвечает за мониторинг социально-экономического развития Московской области.Сейчас мы усиливаем команду, чтобы сделать наши продукты еще лучше. Мы ищем аналитика данных Что мы предлагаем?  Возможность работать в технологической компании, создающей сервисы и системы полезные людям. Культура открытости и взаимопомощи — мы небезразличны к тому, над чем работаем. Официальное оформление с первого дня работы и все соц.гарантии по ТК РФ. Входим в реестр аккредитованных IT-компаний: льготы для сотрудников; возможность отсрочки / брони по форме Ф4. Технику для работы. 5/2, гибкое начало и окончание рабочего дня  Удалённый формат работы / комфортный офис в Бизнес-центре класса А со своей кухней и бесплатной парковкой (ст.м. Мякинино, 10-15 минут пешком). Перспективы для профессионального роста.  Чем предстоит заниматься:  Анализ источников данных для формирования витрин. Написание SQL-запросов, функций для формирования данных. Выстраивание потоков данных.  Необходимые навыки:  Свободное владение SQL, включая написание функций. Опыт формирования витрин данных, отчётности.  Будет плюсом:  Опыт работы с BI платформами. Опыт программирования, базовые знания ООП. Знание Python. Опыт в создании систем ведения бюджетного учета / финансового анализа / прогнозирования. Опыт участия в длительных интеграционных проектах и их дальнейшей поддержке. Опыт работ с органами государственной власти. Навыки системного анализа. ",Английский — B1 — Средний;SQL;Анализ данных,1–3 года
67690935,Middle/Senior аналитик данных (BI),К-ТЕХНОЛОГИИ,"Москва, Электрозаводская улица, 27с8",55.791582,37.705607,,,,,2022-11-25 12:41:29,2022-11-25 12:41:29,FULL_DAY,"Опыт разработки и тестирования ПО, умение читать программный код (желательно). Понимание архитектуры хранилищ данных. Опыт работы с ведущими СУБД (PostgreSQL...","...данных в хранилище: подключение и настройка источников, нормализация и трансформация данных, настройка загрузки данных. Формирование спецификации на разработку витрин данных...","...и архитектурные встречи по обмену опытом; формируем персональный план развития аналитика. Следование современным трендам: Gitlab, настроенный CI/CD, набор инструментов...","Мы - Аккредитованная коммерческая IT-компания -разработчик комплексных систем безопасности, ситуационных центров и систем поддержки принятия решений. Нам доверяют сложнейшие IT задачи для обеспечения национальной безопасности. Наши продукты используют десятки тысяч пользователей ежедневно. У нас более 15 команд разработки и масса интересных задач! Мы растем и ищем к себе в команду Middle/Senior аналитика данных (BI)   Ваши будущие задачи:  Разработкой ETL на тракте поставки данных в хранилище: подключение и настройка источников, нормализация и трансформация данных, настройка загрузки данных; Формирование спецификации на разработку витрин данных, включая проектирование аналитических панелей и моделей данных; Оптимизацией расчета витрин.    Наш стек технологий:  Kafka, Apache Nifi, PostgreSQL, ClickHouse, Greenplum, Apache Kylin, Apache Superset    Мы ждем от вас:  Опыт в области анализа данных и системного анализа от 3 лет; Знание жизненного цикла разработки ПО, проектирования ИС; Опыт работы с требованиями; Опыт разработки требований для UX/UI, прототипирования интерфейсов; Опыт разработки и тестирования ПО, умение читать программный код (желательно); Понимание архитектуры хранилищ данных; Опыт работы с ведущими СУБД (PostgreSQL, ClickHouse, GreenPlum); Знание SQL на уровне оптимизации сложных запросов; Опыт работы c ETL-инструментами (Apache Nifi, Pentaho Data Integration, Informatica PowerCenter, etc.); Опыт работы с PostGIS и геоданными (желательно); Знание Python, Tableau (желательно).  Ключевые навыки: ETL, Анализ данных, БД, логическая модель БД Работа с нами — это:  Участие в масштабных проектах: Высоконагруженные информационные системы, системы управления инфраструктурой городов на основе машинного обучения, системы потокового распознавания аудио и видео информации; Команда: работа с экспертами в IT области; Возможности профессионального развития: мы организуем онлайн и офлайн митапы на актуальные темы, внутренние технические и архитектурные встречи по обмену опытом; формируем персональный план развития аналитика; Следование современным трендам: Gitlab, настроенный CI/CD, набор инструментов Jira+Confluence, система видеоконференций, удаленная работа в гибридном формате; Программа ДМС со стоматологией, а для позитивной рабочей атмосферы фрукты, зерновой кофе. В БЦ столовая с европейской и азиатской кухней; Конкурентоспособная ЗП (обсуждается с успешным кандидатом). ",SQL;Python;PostgreSQL;ETL;СУБД;Kafka;Apache Nifi;ClickHouse,3–6 лет
71204490,Аналитик данных,Россельхозбанк,,,,,140000.0,RUR,True,2022-11-14 07:04:13,2022-11-17 10:07:01,FULL_DAY,"Средне профессиональное/ неоконченное высшее/ высшее образование. Опыт работы в сфере аналитики. Знание Excel (функции, сводные таблицы, форматирование, построение графиков), SQL...","Развитие и поддержка хранилища на базе SQL Server (наполнение базы данных информацией из разных источников с очисткой и предобработкой, используя...",Уровень заработной платы определяется по итогам собеседования (оклад.часть + ежеквартальные премии). График работы: 5/2 (выходные - суббота и воскресенье). ,"Мы команда Контакт-центра Россельхозбанка. Ежедневно успешно помогаем предпринимателям со всей страны выбрать и подключить лучшие банковские сервисы, отвечаем на десятки интересных вопросов для поддержки и развития бизнеса клиентов. Мы заинтересованы в привлечении талантливого специалиста, который дополнит нашу команду отдела аналитики и отчетности. В обязанности которого будет входить: Разработка и сопровождение отчетности Контакт-центра по обслуживанию юридических лиц:  Развитие и поддержка хранилища на базе SQL Server (наполнение базы данных информацией из разных источников с очисткой и предобработкой, используя Python, PowerQuery) Построение витрин с данными для вывода ее в отчетность и дашборды Построение отчетности и дашбордов на Power BI, Excel (DAX).  Что потребуется:   Средне профессиональное/ неоконченное высшее/ высшее образование Опыт работы в сфере аналитики Знание Excel (функции, сводные таблицы, форматирование, построение графиков), SQL (запросы), Python (pandas, nympy)  Мы с радостью предоставим тебе:  Уровень заработной платы определяется по итогам собеседования (оклад.часть + ежеквартальные премии) График работы: 5/2 (выходные - суббота и воскресенье) Режим работы: с 8:00 до 17:00 или с 9:00 до 18:00 Оформление в соответствии с ТК РФ с 1-го рабочего дня Корпоративные социальные программы и полис ДМС Отличные возможности для карьерного роста и реализации своего потенциала Работа в коллективе талантливых профессионалов  Будь в нашей команде на пути к успеху! Выбор за тобой!  ",SQL;DAX;Power BI;Работа с большим объемом информации;MS SQL Server;Excel;Базы данных;Python;PowerQuery,1–3 года
